anio,jugadores,tiempo,edad,estrategia,nombre,categorias,sistemas,familia,nota,cantidad,desviacion
2015,2–4,60,13+,2.80,Pandemic Legacy: Season 1,Environmental|#|Medical,Action Point Allowance System|#|Co-operative Play|#|Hand Management|#|Point to Point Movement|#|Set Collection|#|Trading|#|Variable Player Powers,Campaign Games|#|Legacy|#|Pandemic,8651,13314,1.82
2015,2–4,180–240,14+,4.28,Through the Ages: A New Story of Civilization,Card Game|#|Civilization|#|Economic,Action Point Allowance System|#|Auction/Bidding|#|Card Drafting|#|Hand Management,Tableau Building,8823,5042,1.47
2005,2,180,13+,3.52,Twilight Struggle,Modern Warfare|#|Political|#|Wargame,Area Control / Area Influence|#|Campaign / Battle Card Driven|#|Dice Rolling|#|Hand Management|#|Simultaneous Action Selection,N/A,8359,25192,1.61
2016,2–4,180–240,14+,3.52,Star Wars: Rebellion,Movies / TV / Radio theme|#|Science Fiction|#|Wargame,Area Control / Area Influence|#|Area Movement|#|Dice Rolling|#|Hand Management,Components: Miniatures|#|Fantasy Flight Big Box|#|Star Wars,8568,5411,1.37
2013,1–7,30–210,12+,3.79,Caverna: The Cave Farmers,Animals|#|Economic|#|Fantasy|#|Farming,Tile Placement|#|Worker Placement,Animals: Sheep|#|Harvest Series|#|Mining|#|Solitaire Games,8208,14866,1.37
2016,1–5,90–115,14+,3.29,Scythe,Civilization|#|Economic|#|Fighting|#|Territory Building,Area Control / Area Influence|#|Grid Movement|#|Variable Player Powers,4X games|#|Alternate History|#|Crowdfunding: Kickstarter|#|Scythe|#|Solitaire Games,8369,8609,1.34
2015,2,30,10+,2.24,7 Wonders Duel,Ancient|#|Card Game|#|City Building|#|Civilization,Card Drafting|#|Set Collection,7 Wonders|#|Tableau Building,8206,14574,1.11
2006,2–4,240,12+,4.17,Through the Ages: A Story of Civilization,City Building|#|Civilization|#|Economic,Action Point Allowance System|#|Auction/Bidding|#|Card Drafting|#|Hand Management,Tableau Building,8120,14941,1.65
2011,1–4,150,14+,4.19,Mage Knight Board Game,Adventure|#|Exploration|#|Fantasy|#|Fighting,Card Drafting|#|Co-operative Play|#|Deck / Pool Building|#|Dice Rolling|#|Grid Movement|#|Hand Management|#|Modular Board|#|Role Playing|#|Tile Placement|#|Variable Player Powers,Clix|#|Components: Miniatures|#|Mage Knight Universe|#|Solitaire Games,8142,16742,1.61
2012,2–4,150–180,13+,3.97,War of the Ring (second edition),Adventure|#|Dice|#|Fantasy|#|Miniatures|#|Novel-based|#|Territory Building|#|Wargame,Area Control / Area Influence|#|Area Movement|#|Campaign / Battle Card Driven|#|Dice Rolling|#|Hand Management,Monsters|#|Tolkien Games|#|War of the Ring,8361,5585,1.56
2014,2–5,60–120,14+,3.28,Star Wars: Imperial Assault,Adventure|#|Fighting|#|Miniatures|#|Movies / TV / Radio theme|#|Science Fiction|#|Wargame,Dice Rolling|#|Grid Movement|#|Modular Board|#|Partnerships|#|Role Playing|#|Variable Player Powers,Campaign Games|#|Fantasy Flight Big Box|#|Star Wars|#|Star Wars: Imperial Assault,8244,9498,1.41
2015,2–4,60–90,13+,2.91,Blood Rage,Fantasy|#|Fighting|#|Miniatures|#|Mythology,Action Point Allowance System|#|Area Control / Area Influence|#|Area Movement|#|Card Drafting|#|Variable Player Powers,Components: Miniatures|#|Crowdfunding: Kickstarter|#|Vikings,8196,9792,1.36
2004,2–6,120,12+,3.29,Power Grid,Economic|#|Industry / Manufacturing,Auction/Bidding|#|Route/Network Building,Country: Germany|#|Country: USA|#|Power Grid,7959,40065,1.33
2011,2–6,60–200,14+,3.67,Eclipse,Civilization|#|Fighting|#|Science Fiction|#|Space Exploration|#|Wargame,Area Control / Area Influence|#|Dice Rolling|#|Grid Movement|#|Modular Board|#|Player Elimination|#|Tile Placement|#|Variable Phase Order|#|Variable Player Powers,4X games|#|Eclipse,8032,19144,1.48
2012,2,45,14+,3.34,Android: Netrunner,Bluffing|#|Card Game|#|Science Fiction,Action Point Allowance System|#|Hand Management|#|Secret Unit Deployment|#|Variable Player Powers,Android|#|Android: Netrunner LCG|#|Cyberpunk|#|Hackers|#|Living Card Game,8041,19118,1.63
2015,2–8,15,10+,1.39,Codenames,Deduction|#|Party Game|#|Spies/Secret Agents|#|Word Game,Memory|#|Partnerships|#|Pattern Recognition|#|Press Your Luck,Codenames,7973,23138,1.22
2012,1–4,90–180,14+,3.68,Robinson Crusoe: Adventures on the Cursed Island,Adventure|#|Exploration|#|Novel-based,Co-operative Play|#|Dice Rolling|#|Modular Board|#|Simultaneous Action Selection|#|Tile Placement|#|Variable Player Powers|#|Worker Placement,Robinson Crusoe: Adventure on the Cursed Island|#|Solitaire Games,8022,15788,1.40
2008,1–5,100–200,12+,3.76,Le Havre,City Building|#|Economic|#|Industry / Manufacturing|#|Nautical,Worker Placement,Country: France|#|Harvest Series|#|Le Havre|#|Solitaire Games,7943,18214,1.44
2012,2–4,90,13+,3.60,Tzolk'in: The Mayan Calendar,Ancient|#|Civilization|#|Economic|#|Farming|#|Mythology,Set Collection|#|Worker Placement,Country: Guatemala|#|Country: Mexico|#|Tropical theme,7948,16296,1.26
2016,1–5,90–120,12+,3.27,Terraforming Mars,Economic|#|Environmental|#|Industry / Manufacturing|#|Science Fiction|#|Territory Building,Card Drafting|#|Hand Management|#|Tile Placement|#|Variable Player Powers,Mars|#|Solitaire Games,8423,3731,1.23
2015,2–4,90,12+,2.69,T.I.M.E Stories,Adventure|#|Medieval|#|Science Fiction,Co-operative Play|#|Dice Rolling|#|Role Playing|#|Storytelling|#|Variable Player Powers|#|Voting,T.I.M.E Stories|#|Time Travel,8114,729,1.61
2012,2–6,90–120,12+,3.34,Keyflower,City Building|#|Economic|#|Nautical|#|Renaissance|#|Territory Building,Auction/Bidding|#|Memory|#|Modular Board|#|Pick-up and Deliver|#|Route/Network Building|#|Set Collection|#|Tile Placement|#|Worker Placement,Colonial Theme|#|Key-series|#|Keyflower|#|Quined Master Print Edition Series,7960,1055,1.27
2014,2–5,45–210,14+,3.00,Dead of Winter: A Crossroads Game,Bluffing|#|Horror|#|Zombies,Action Point Allowance System|#|Area Movement|#|Co-operative Play|#|Dice Rolling|#|Hand Management|#|Storytelling|#|Variable Player Powers|#|Voting,Crossroads Series,7917,19753,1.38
2005,2–5,60–150,12+,3.82,Caylus,City Building|#|Economic|#|Medieval,Worker Placement,Caylus|#|Country: France|#|Ystari originals,7873,21161,1.48
2014,2–4,90,12+,3.12,Orléans,Medieval|#|Religious|#|Travel,Deck / Pool Building|#|Point to Point Movement,Cities: Orléans (France)|#|Country: France|#|Orléans,8044,651,1.15
2015,2–4,40–100,12+,3.19,The Voyages of Marco Polo,Dice|#|Economic|#|Medieval|#|Travel,Card Drafting|#|Dice Rolling|#|Point to Point Movement|#|Set Collection|#|Variable Player Powers|#|Worker Placement,Animals: Camels,8018,7624,1.21
2015,2–5,120–240,14+,4.21,Food Chain Magnate,Economic|#|Industry / Manufacturing,Modular Board|#|Route/Network Building|#|Simultaneous Action Selection,Food / Cooking,8289,3665,1.47
2013,1–8,120–240,14+,3.32,Eldritch Horror,Adventure|#|Fantasy|#|Fighting|#|Horror|#|Novel-based,Co-operative Play|#|Dice Rolling|#|Point to Point Movement|#|Variable Player Powers,Arkham Horror|#|Cthulhu Mythos|#|Eldritch Horror|#|Solitaire Games,7953,14177,1.45
2013,2–5,100,13+,3.16,Concordia,Ancient|#|Economic|#|Nautical,Card Drafting|#|Deck / Pool Building|#|Hand Management|#|Point to Point Movement,Ancient Rome|#|Concordia,7948,8564,1.16
2005,3–6,180–240,12+,4.22,Twilight Imperium (Third Edition),Civilization|#|Negotiation|#|Political|#|Science Fiction|#|Space Exploration|#|Wargame,Action Point Allowance System|#|Area-Impulse|#|Dice Rolling|#|Hex-and-Counter|#|Modular Board|#|Trading|#|Variable Phase Order|#|Variable Player Powers|#|Voting,4X games|#|Fantasy Flight Big Box|#|Twilight Imperium,7919,14209,1.67
2010,2–6,120–240,14+,4.03,Dominant Species,Animals|#|Environmental|#|Prehistoric,Area Control / Area Influence|#|Card Drafting|#|Grid Movement|#|Modular Board|#|Tile Placement|#|Variable Player Powers|#|Worker Placement,4X games|#|Evolution,7876,12291,1.50
2014,2–5,45,13+,2.76,Roll for the Galaxy,Civilization|#|Dice|#|Economic|#|Science Fiction|#|Space Exploration,Deck / Pool Building|#|Dice Rolling|#|Simultaneous Action Selection|#|Variable Phase Order|#|Variable Player Powers,Crowdfunding: Wspieram|#|Race for the Galaxy|#|Tableau Building,7878,1198,1.29
2014,2,15–30,8+,1.72,Patchwork,Abstract Strategy|#|Puzzle,Card Drafting|#|Tile Placement|#|Time Track,Combinatorial|#|Lookout Games Fur Zwei Spieler Series|#|Polyominoes,7857,14188,1.06
1995,2–5,60–120,12+,3.09,El Grande,Renaissance,Area Control / Area Influence|#|Area Movement|#|Auction/Bidding|#|Card Drafting|#|Hand Management|#|Memory|#|Simultaneous Action Selection,Country: Spain|#|El Grande,7814,17758,1.34
2007,2–4,30–60,12+,2.97,Race for the Galaxy,Card Game|#|Civilization|#|Economic|#|Science Fiction|#|Space Exploration,Hand Management|#|Simultaneous Action Selection|#|Variable Phase Order|#|Variable Player Powers,Race for the Galaxy|#|Tableau Building,7774,32805,1.50
2014,2–4,40–80,13+,2.89,Five Tribes,Arabian|#|Fantasy|#|Mythology,Area Control / Area Influence|#|Auction/Bidding|#|Modular Board|#|Set Collection,Animals: Camels|#|Country: Saudi Arabia,7841,14768,1.25
2012,2–4,30–45,14+,2.47,Star Wars: X-Wing Miniatures Game,Aviation / Flight|#|Bluffing|#|Collectible Components|#|Miniatures|#|Movies / TV / Radio theme|#|Science Fiction|#|Wargame,Action / Movement Programming|#|Dice Rolling|#|Player Elimination|#|Simultaneous Action Selection|#|Variable Player Powers,FlightPath|#|Star Wars|#|Star Wars: X-Wing Miniatures Game,7894,15453,1.39
2012,2–5,60–120,12+,2.51,Lords of Waterdeep,City Building|#|Fantasy,Set Collection|#|Take That|#|Worker Placement,Dungeons & Dragons|#|From RPG books to board games,7792,266,1.26
2008,3–6,120–240,10+,3.23,Battlestar Galactica,Bluffing|#|Deduction|#|Movies / TV / Radio theme|#|Political|#|Science Fiction|#|Space Exploration|#|Spies/Secret Agents,Area Movement|#|Co-operative Play|#|Dice Rolling|#|Hand Management|#|Partnerships|#|Role Playing|#|Variable Player Powers,Battlestar Galactica,7787,24229,1.54
2016,1–5,120–180,14+,2.68,Mansions of Madness: Second Edition,Adventure|#|Exploration|#|Fantasy|#|Fighting|#|Horror|#|Miniatures|#|Murder/Mystery|#|Puzzle,Area Movement|#|Co-operative Play|#|Dice Rolling|#|Hand Management|#|Modular Board|#|Partnerships|#|Pick-up and Deliver|#|Role Playing|#|Variable Player Powers,Arkham Horror|#|Cthulhu Mythos,8405,306,1.38
2014,1–2,60–120,13+,3.88,Fields of Arle,Economic|#|Farming|#|Industry / Manufacturing,Worker Placement,Admin: Better Description Needed!|#|Country: Germany|#|Crowdfunding: Wspieram|#|Harvest Series|#|Solitaire Games,8257,2941,1.21
2015,1–6,90,13+,2.97,Viticulture Essential Edition,Economic|#|Farming,Hand Management|#|Worker Placement,Solitaire Games|#|Viticulture|#|Wine Games,8214,3142,1.20
1997,2–4,90,12+,3.53,Tigris & Euphrates,Abstract Strategy|#|Ancient|#|Civilization|#|Territory Building,Area Control / Area Influence|#|Hand Management|#|Set Collection|#|Tile Placement,Desert Theme|#|Knizia tile-laying trilogy|#|Middle Eastern Theme|#|Rivers: Euphrates|#|Rivers: Tigris|#|Tigris & Euphrates,7731,1962,1.49
2011,2–4,90,12+,3.67,Trajan,Ancient|#|Political,Area Movement|#|Card Drafting|#|Hand Management|#|Set Collection,Ancient Rome|#|Quined Master Print Edition Series,7825,8925,1.34
2013,2–4,90–120,12+,3.41,Russian Railroads,Industry / Manufacturing|#|Trains,Worker Placement,Admin: Better Description Needed!|#|Country: Russia,7839,8047,1.27
1981,1–8,60–120,10+,2.78,Sherlock Holmes Consulting Detective,Deduction|#|Murder/Mystery|#|Novel-based|#|Post-Napoleonic|#|Spies/Secret Agents,Co-operative Play|#|Storytelling,Characters: Sherlock Holmes|#|Cities: London|#|Country: England|#|Mystery Novels|#|Solitaire Games,7855,7859,1.38
2014,1–4,90,13+,2.65,Castles of Mad King Ludwig,Post-Napoleonic,Card Drafting|#|Pattern Building|#|Set Collection|#|Tile Placement,Country: Germany|#|Crowdfunding: Wspieram|#|Mensa Select,7773,11328,1.17
2008,2–4,45,8+,2.43,Pandemic,Medical,Action Point Allowance System|#|Co-operative Play|#|Hand Management|#|Point to Point Movement|#|Set Collection|#|Variable Player Powers,Pandemic,7671,57101,1.30
2012,2–5,120,14+,3.19,Descent: Journeys in the Dark (Second Edition),Adventure|#|Exploration|#|Fantasy|#|Fighting|#|Miniatures,Action Point Allowance System|#|Dice Rolling|#|Grid Movement|#|Hand Management|#|Modular Board|#|Partnerships|#|Variable Player Powers,Campaign Games|#|Components: Miniatures|#|Descent|#|Monsters|#|The Realms of Terrinoth,7801,13247,1.46
2012,5–10,30,13+,1.78,The Resistance: Avalon,Bluffing|#|Card Game|#|Deduction|#|Fantasy|#|Medieval|#|Negotiation|#|Party Game,Memory|#|Partnerships|#|Simultaneous Action Selection|#|Variable Player Powers|#|Voting,Crowdfunding: Kickstarter|#|The Legend of King Arthur and the Knights of the Round Table|#|Postcard Box Games|#|Werewolf / Mafia,7746,14301,1.50
2004,2–4,180,12+,3.84,War of the Ring (first edition),Adventure|#|Dice|#|Fantasy|#|Novel-based|#|Territory Building|#|Wargame,Action Point Allowance System|#|Area Control / Area Influence|#|Area Movement|#|Campaign / Battle Card Driven|#|Dice Rolling|#|Hand Management,Tolkien Games|#|War of the Ring,7822,8792,1.61
1876,2–4,30,8+,1.29,Crokinole,Action / Dexterity,Partnerships,Admin: Better Description Needed!|#|Crokinole|#|Finger Flicking Games,7798,7255,1.66
2011,3–6,120–240,14+,3.64,A Game of Thrones: The Board Game (Second Edition),Bluffing|#|Fantasy|#|Negotiation|#|Novel-based|#|Political|#|Wargame,Area Control / Area Influence|#|Area Movement|#|Auction/Bidding|#|Hand Management|#|Player Elimination|#|Simultaneous Action Selection|#|Variable Player Powers,A Game of Thrones: The Board Game|#|A Song of Ice and Fire,7750,1617,1.49
2010,2–4,90,12+,3.46,Troyes,Dice|#|Economic|#|Medieval,Area Control / Area Influence|#|Dice Rolling,Cities: Troyes (France)|#|Country: France,7734,10274,1.34
2008,2–4,60–90,10+,2.51,Stone Age,Dice|#|Prehistoric,Dice Rolling|#|Set Collection|#|Worker Placement,Stone Age,7635,28596,1.23
2015,2–4,75–150,12+,3.85,Mombasa,Economic,Action / Movement Programming|#|Area Control / Area Influence|#|Card Drafting|#|Deck / Pool Building|#|Hand Management|#|Simultaneous Action Selection|#|Stock Holding|#|Variable Player Powers|#|Worker Placement,Admin: Better Description Needed!|#|Colonial Theme|#|Continent: Africa,8031,3743,1.21
2011,1–4,60–180,13+,3.89,Ora et Labora,City Building|#|Economic|#|Industry / Manufacturing|#|Medieval|#|Religious|#|Territory Building,Modular Board|#|Pattern Building|#|Set Collection|#|Tile Placement|#|Worker Placement,Beer|#|Country: France|#|Country: Ireland|#|Harvest Series|#|Solitaire Games|#|Tableau Building|#|Wine Games,7795,7146,1.36
2014,2–4,60,13+,2.56,Arcadia Quest,Adventure|#|Fantasy|#|Miniatures,Dice Rolling|#|Grid Movement|#|Modular Board|#|Variable Player Powers,Anime & Manga|#|Arcadia Quest|#|Campaign Games|#|Crowdfunding: Kickstarter,8048,408,1.42
2012,2–5,90–120,13+,2.98,Kemet,Ancient|#|Fighting|#|Miniatures|#|Mythology,Action Point Allowance System|#|Area Control / Area Influence|#|Area Movement|#|Campaign / Battle Card Driven|#|Card Drafting,Country: Egypt|#|Desert Theme|#|Monsters,7777,8268,1.31
2014,2–4,120,13+,3.77,Alchemists,Deduction|#|Fantasy,Action Point Allowance System|#|Card Drafting|#|Hand Management|#|Worker Placement,N/A,7788,8473,1.37
2014,1–5,45,17+,2.70,Legendary Encounters: An Alien Deck Building Game,Card Game|#|Horror|#|Movies / TV / Radio theme|#|Science Fiction,Card Drafting|#|Co-operative Play|#|Deck / Pool Building|#|Player Elimination|#|Variable Player Powers,Aliens|#|Legendary|#|Solitaire Games,7892,5578,1.31
2013,1–5,40–200,14+,3.53,Nations,Card Game|#|Civilization|#|Economic,Card Drafting|#|Variable Player Powers,Nations|#|Solitaire Games|#|Tableau Building,7780,7524,1.37
2006,2,60,12+,2.69,Commands & Colors: Ancients,Ancient|#|Wargame,Campaign / Battle Card Driven|#|Dice Rolling|#|Hand Management|#|Hex-and-Counter|#|Modular Board,Ancient Rome|#|Commands & Colors|#|Commands & Colors: Ancients Series|#|Country: Greece,7807,6647,1.42
2012,1–4,90,8+,2.78,Suburbia,City Building|#|Economic,Card Drafting|#|Set Collection|#|Tile Placement,Mensa Select|#|Solitaire Games|#|Suburbia,7665,13607,1.24
1999,2,480,14+,3.80,Paths of Glory,Wargame|#|World War I,Campaign / Battle Card Driven|#|Dice Rolling|#|Point to Point Movement,N/A,8031,3484,1.67
2014,2,20,12+,1.97,Star Realms,Card Game|#|Fighting|#|Science Fiction,Card Drafting|#|Deck / Pool Building|#|Take That,Crowdfunding: Kickstarter|#|Star Realms,7655,16169,1.25
2005,2–6,120,10+,3.03,Railways of the World,Trains|#|Transportation|#|Video Game Theme,Action Point Allowance System|#|Auction/Bidding|#|Card Drafting|#|Pick-up and Deliver|#|Route/Network Building|#|Tile Placement,Age of Steam|#|Country: USA|#|Railways of the World series,7704,9208,1.34
2006,2,60–180,12+,3.21,Combat Commander: Europe,Wargame|#|World War II,Campaign / Battle Card Driven|#|Hex-and-Counter|#|Simulation|#|Variable Phase Order,Combat Commander Series,7934,42,1.69
2009,3–4,60–120,13+,3.16,Chaos in the Old World,Fantasy|#|Fighting|#|Horror|#|Mythology|#|Wargame,Action Point Allowance System|#|Area Control / Area Influence|#|Area Movement|#|Dice Rolling|#|Hand Management|#|Role Playing|#|Take That|#|Variable Player Powers,Warhammer Fantasy Board Games,7685,10712,1.45
2005,2–5,30–60,8+,1.97,Ticket to Ride: Europe,Trains|#|Travel,Card Drafting|#|Hand Management|#|Route/Network Building|#|Set Collection,Ticket to Ride,7593,32713,1.19
2015,1–4,60–150,13+,4.28,The Gallerist,Economic,Commodity Speculation|#|Set Collection|#|Worker Placement,Crowdfunding: Kickstarter|#|Crowdfunding: Spieleschmiede|#|Solitaire Games,8088,2907,1.35
2009,3–5,90,10+,3.45,Steam,Economic|#|Trains|#|Transportation,Auction/Bidding|#|Route/Network Building|#|Tile Placement,Age of Steam|#|Steam,7693,7718,1.35
2013,2–6,90,13+,2.93,Viticulture,Economic|#|Farming,Hand Management|#|Worker Placement,Crowdfunding: Kickstarter|#|Viticulture|#|Wine Games,7812,5474,1.33
2004,2–4,90,12+,3.39,Goa,Economic|#|Farming|#|Nautical|#|Renaissance,Auction/Bidding|#|Hand Management|#|Press Your Luck,Colonial Theme|#|Country: India|#|Country: Portugal,7655,9415,1.29
2008,3–5,60–120,12+,2.55,Cosmic Encounter,Bluffing|#|Negotiation|#|Science Fiction|#|Space Exploration,Hand Management|#|Partnerships|#|Take That|#|Variable Player Powers,Cosmic Encounter,7612,1748,1.68
2012,2,90,13+,3.63,Mage Wars Arena,Card Game|#|Fantasy|#|Fighting,Dice Rolling|#|Grid Movement|#|Simultaneous Action Selection|#|Variable Player Powers,Mage Wars,7864,5693,1.60
2015,2–4,120–180,14+,3.73,Forbidden Stars,Bluffing|#|Fighting|#|Miniatures|#|Science Fiction|#|Wargame,Area Control / Area Influence|#|Dice Rolling|#|Hand Management|#|Modular Board|#|Variable Player Powers,Components: Miniatures|#|Warhammer 40000 Board Games,8095,3045,1.44
2014,2–4,30,10+,1.84,Splendor,Card Game|#|Economic|#|Renaissance,Card Drafting|#|Set Collection,Splendor,7558,25253,1.26
2002,1–6,120,13+,3.93,Age of Steam,Economic|#|Trains|#|Transportation,Auction/Bidding|#|Dice Rolling|#|Route/Network Building|#|Tile Placement,Age of Steam,7710,6573,1.65
2000,2–5,75–100,12+,3.25,The Princes of Florence,City Building|#|Renaissance,Auction/Bidding|#|Tile Placement,Alea Big Box|#|Cities: Florence|#|Country: Italy|#|Polyominoes,7606,12873,1.35
2014,2–5,40–60,10+,2.61,Istanbul,Arabian|#|Economic,Dice Rolling|#|Grid Movement|#|Modular Board|#|Pick-up and Deliver,Cities: Istanbul|#|Istanbul,7628,10316,1.10
2014,1–4,90–120,12+,3.58,La Granja,Economic|#|Farming,Area Control / Area Influence|#|Dice Rolling|#|Hand Management|#|Simultaneous Action Selection|#|Variable Player Powers|#|Worker Placement,Admin: Better Description Needed!|#|Country: Spain|#|Islands: Mallorca|#|Solitaire Games|#|Tableau Building,7843,4209,1.22
2009,2–5,45–90,12+,3.13,Hansa Teutonica,Renaissance,Action Point Allowance System|#|Area Control / Area Influence|#|Point to Point Movement|#|Route/Network Building,Country: Germany,7641,7946,1.39
2011,2–4,60–90,12+,3.08,Village,Farming|#|Medieval,Set Collection|#|Worker Placement,Village,7576,12734,1.18
1991,3–10,60,10+,2.35,Tichu,Card Game,Betting/Wagering|#|Hand Management|#|Partnerships|#|Trick-taking,Asian Theme|#|Climbing Games|#|Country: China|#|Shedding Games|#|Traditional Card Games|#|Z-Man / Filosofia deluxe card game series,7610,10194,1.70
2009,2,30,12+,1.54,Jaipur,Animals|#|Card Game,Card Drafting|#|Hand Management|#|Set Collection,Animals: Camels|#|Asian Theme|#|Country: India,7544,16141,1.08
2007,2–3,30–60,8+,2.00,Ticket to Ride: Nordic Countries,Trains|#|Transportation|#|Travel,Card Drafting|#|Hand Management|#|Route/Network Building|#|Set Collection,Country: Denmark|#|Country: Finland|#|Country: Norway|#|Country: Sweden|#|Ticket to Ride,7665,7506,1.24
2014,1–4,45–90,10+,2.75,Imperial Settlers,Ancient|#|Card Game|#|City Building|#|Civilization|#|Economic,Card Drafting|#|Hand Management|#|Take That|#|Variable Player Powers,Ancient Rome|#|Country: Egypt|#|Country: Japan|#|Solitaire Games|#|Tableau Building,7607,10609,1.31
1996,2,40–200,12+,3.41,Hannibal: Rome vs. Carthage,Ancient|#|Political|#|Wargame,Area Control / Area Influence|#|Campaign / Battle Card Driven|#|Dice Rolling|#|Point to Point Movement|#|Simulation,Ancient Rome|#|Valley Games Tactics Line,7827,4233,1.52
2011,2–4,30,9+,2.51,Summoner Wars: Master Set,Card Game|#|Fantasy|#|Fighting,Dice Rolling|#|Grid Movement|#|Hand Management|#|Variable Player Powers,Summoner Wars,7643,8323,1.48
2004,2–5,30–60,8+,1.88,Ticket to Ride,Trains|#|Travel,Card Drafting|#|Hand Management|#|Route/Network Building|#|Set Collection,Country: USA|#|Ticket to Ride,7489,45216,1.28
2006,3–5,150,12+,3.37,Shogun,Economic|#|Medieval|#|Territory Building,Action / Movement Programming|#|Area Control / Area Influence|#|Area Movement|#|Auction/Bidding|#|Simultaneous Action Selection|#|Variable Phase Order,Asian Theme|#|Country: Japan|#|Samurai,7589,10083,1.34
2012,1–5,45,14+,2.47,Legendary: A Marvel Deck Building Game,Card Game|#|Comic Book / Strip,Co-operative Play|#|Deck / Pool Building,Comics: Marvel Universe|#|Legendary|#|Solitaire Games|#|Superheroes,7640,11287,1.46
2013,1–5,120,14+,3.30,Lewis & Clark,American West,Card Drafting|#|Deck / Pool Building|#|Hand Management|#|Worker Placement,Solitaire Games|#|Tableau Building,7609,8041,1.25
2007,2–5,90–120,10+,3.13,Age of Empires III: The Age of Discovery,Civilization|#|Exploration|#|Renaissance|#|Video Game Theme,Area Control / Area Influence|#|Set Collection|#|Worker Placement,4X games|#|Age of Discovery|#|Colonial Theme|#|Country: Costa Rica|#|Glenn Drover's Empires Series,7598,8686,1.36
2004,2,30–60,8+,2.28,Memoir '44,Wargame|#|World War II,Area Control / Area Influence|#|Campaign / Battle Card Driven|#|Dice Rolling|#|Grid Movement|#|Hand Management|#|Modular Board|#|Simulation,Commands & Colors|#|Memoir '44,7525,18538,1.39
2006,2–6,120–180,13+,3.58,Imperial,Economic|#|Fighting|#|Nautical|#|Political,Area Control / Area Influence|#|Area Movement|#|Stock Holding,Rondel Series,7638,7042,1.50
2016,2–4,60–90,14+,2.60,Mechs vs. Minions,Fantasy|#|Fighting|#|Miniatures|#|Video Game Theme,Action / Movement Programming|#|Card Drafting|#|Co-operative Play|#|Modular Board|#|Variable Player Powers,Campaign Games|#|Components: Miniatures,8562,1601,1.28
2011,2–4,90,13+,3.53,Dungeon Petz,Animals|#|Fantasy|#|Humor,Auction/Bidding|#|Hand Management|#|Worker Placement,Dungeon Lords|#|Monsters,7602,8047,1.32
2008,1–5,30,12+,2.93,Space Alert,Electronic|#|Real-time|#|Science Fiction|#|Space Exploration,Action / Movement Programming|#|Area Movement|#|Co-operative Play|#|Hand Management|#|Simultaneous Action Selection,CD Board Games|#|Solitaire Games,7547,11346,1.57
2007,2–4,60,10+,2.31,Galaxy Trucker,Humor|#|Real-time|#|Science Fiction|#|Space Exploration|#|Transportation,Dice Rolling|#|Tile Placement,N/A,7482,19485,1.43
2010,2–4,180,14+,3.75,Runewars,Adventure|#|Fantasy|#|Fighting|#|Wargame,Area Control / Area Influence|#|Area Movement|#|Auction/Bidding|#|Modular Board|#|Simultaneous Action Selection|#|Variable Player Powers,4X games|#|Fantasy Flight Big Box|#|The Realms of Terrinoth,7713,6206,1.52
2015,1–12,60–180,10+,2.66,Zombicide: Black Plague,Adventure|#|Fantasy|#|Fighting|#|Horror|#|Medieval|#|Miniatures|#|Zombies,Co-operative Play|#|Dice Rolling|#|Modular Board|#|Variable Player Powers,Crowdfunding: Kickstarter|#|Zombicide,8036,3277,1.38
2013,2,45–90,14+,2.77,BattleLore (Second Edition),Dice|#|Fantasy|#|Miniatures|#|Wargame,Campaign / Battle Card Driven|#|Dice Rolling|#|Grid Movement|#|Modular Board|#|Variable Player Powers,BattleLore|#|Commands & Colors|#|The Realms of Terrinoth,7951,3097,1.31
2016,1–4,30–120,12+,3.82,A Feast for Odin,Economic|#|Industry / Manufacturing|#|Medieval,Pattern Building|#|Worker Placement,Admin: Better Description Needed!|#|Solitaire Games|#|Vikings,8450,1608,1.34
2009,2–5,60–90,13+,2.83,Cyclades,Ancient|#|City Building|#|Civilization|#|Fighting|#|Miniatures|#|Mythology|#|Nautical,Area Control / Area Influence|#|Area Movement|#|Auction/Bidding|#|Card Drafting|#|Dice Rolling,Country: Greece|#|Cyclades|#|Islands: Cyclades,7537,11296,1.32
1999,2–5,45–60,12+,2.36,Ra,Ancient|#|Mythology,Auction/Bidding|#|Press Your Luck|#|Set Collection,Alea Big Box|#|Country: Egypt|#|Ra,7470,14891,1.34
2013,2–4,60–120,12+,3.74,Bora Bora,Dice,Dice Rolling|#|Set Collection|#|Worker Placement,Alea Big Box|#|Country: French Polynesia|#|Oceanian Theme|#|Tropical theme,7619,6093,1.33
2010,2–4,90,13+,2.57,Alien Frontiers,Dice|#|Science Fiction,Area Control / Area Influence|#|Card Drafting|#|Dice Rolling|#|Worker Placement,Aliens|#|Crowdfunding: Kickstarter|#|Crowdfunding: ulule,7512,10911,1.31
2005,2–5,60,12+,2.92,Glory to Rome,Ancient|#|Card Game|#|City Building|#|Economic,Card Drafting|#|Hand Management|#|Set Collection|#|Variable Phase Order,Ancient Rome|#|Cities: Rome|#|Crowdfunding: Kickstarter|#|Tableau Building,7507,10567,1.38
